"FECHA","PM25","PM10","NO2","NO","NOX","SO2","H2S","CO","O3","O3_8H","CO_8H","HR","PRESION","PRECIPITACION","TEMPERATURA","DIRECCION_VIENTO","VELOCIDAD_VIENTO","RADIACION","ESTACION","LAT","LON","REFERENCIA"
"2024-06-21 00:00",NA,NA,27.2176188612444,4.28815665811596,17.96776,0.709540027863299,5.29421957030371,254.517266902273,15.0674097917792,NA,NA,79.476,500.0607,0,13.29,243,1.101,0,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 01:00",NA,NA,16.9181523196478,2.92146716656099,11.37693,1.22344530269788,3.5792293942309,186.897308603398,26.7275086389765,NA,NA,80.027,500.0616,0,12.59,295,1.02,0,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 02:00",16.7479,22.2621,18.4663809422511,3.21123312572383,12.43602,1.02257794702654,1.07554947395538,153.221192493579,27.3482398689048,NA,NA,80.439,500.0605,0,12.39,73,0.761,0,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 03:00",11.6975,23.9225,24.8162960324387,2.41622965135742,15.16441,0.192022924108176,4.04044150996299,231.148490332376,15.3171033145976,NA,NA,77.228,500.0637,0,12.99,13,1.013,0,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 04:00",NA,10.4109,28.9089153782887,9.24895581615721,22.91058,1.48617229352442,6.61623380558314,267.535189856067,13.0393587737724,NA,NA,79.543,500.0619,0,13.03,181,1.363,0,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 05:00",5.31512,14.8207,27.5810578432447,10.1371201663613,22.92912,0.606406239063904,6.67900122186145,234.653320147272,22.1343644005253,19.9389974647593,221.328794722494,81.295,500.0649,0,12.32,86,1.011,0,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 06:00",10.4381,25.8191,35.9706980489366,24.9120364003768,39.43422,1.02153111221185,4.26278382066602,318.733279336555,13.0291218298939,18.9518723740643,235.243721095931,79.296,500.0621,0,12.53,216,1.234,0,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 07:00",14.1902,34.4976,52.3817999511277,40.068757049202,60.51675,1.7463087806852,3.97020453567744,465.711347005483,1.41589649078094,16.7598753886538,264.052174334625,78.126,500.0627,0,12.78,85,0.908,0,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 08:00",29.3686,82.1145,65.2841659268542,116.202481791538,129.4377,3.30235395879942,4.87261938035893,1088.66584676163,0.60341535203864,14.9518760836863,368.320746817045,76.364,500.0674,0,13.58,238,1.028,0.058,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 09:00",26.0435,77.7004,60.6797340671781,82.1031969250357,99.19241,3.91128601096136,2.38251591470429,688.865958011297,5.65763531025699,12.3181419175963,431.066827993032,76.405,500.0667,0,13.85,200,1.548,0.194,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 10:00",8.00996,40.4099,48.8186911154847,48.6946236834975,65.65092,4.09053912176117,12.7939470122605,472.468395971973,12.4828453821252,10.4599676067489,470.972728427831,74.417,500.0639,0,14.18,238,1.111,0.218,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 11:00",20.2027,54.7445,40.2345798337276,33.9791429719797,49.092,1.80838422566959,8.11734884200496,383.715826575978,20.1542996701454,11.0646171511923,490.043645458282,67.43,500.0564,0,15.22,213,1.771,0.624,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 12:00",22.433,53.215,35.7857812578464,20.1229945186824,35.43075,0.976265262442901,1.18886020275885,323.722740724298,30.6749424840771,13.2690651149804,497.06708931681,63.931,500.0476,0,16.81,235,1.482,0.777,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 13:00",NA,46.5492,46.3059893976598,31.8612035397916,50.59375,2.61853170542399,1.98470935320376,382.200506128351,25.6463405907429,13.7080621387576,515.510487564445,62.415,500.0472,0,17.65,183,2.016,0.704,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
"2024-06-21 14:00",30.775,62.2789,31.7666621987723,12.8894686640404,27.39858,2.10678086220953,5.4970081080029,229.912690568846,34.6341496976407,16.408690622226,504.407913968482,59.634,500.0491,0,18.23,95,1.435,0.566,"EMCA - 01",-18.004275,-70.257304,"Prolongación Hipólito Unanue"
